0.0009765625	-104887.335388
0.001953125	-95441.9246412
0.0029296875	-86847.100706
0.00390625	-79026.2657569
0.0048828125	-71909.7198261
0.005859375	-65434.0396315
0.0068359375	-59541.5133427
0.0078125	-54179.6262481
0.0087890625	-49300.5927392
0.009765625	-44860.9304411
0.0107421875	-40821.0726935
0.01171875	-37145.0159295
0.0126953125	-33799.9988085
0.013671875	-30756.2102443
0.0146484375	-27986.523726
0.015625	-25466.2555641
0.0166015625	-23172.9449075
0.017578125	-21086.1535704
0.0185546875	-19187.2838851
0.01953125	-17459.4129583
0.0205078125	-15887.1418526
0.021484375	-14456.4583498
0.0224609375	-13154.612073
0.0234375	-11970.0008539
0.0244140625	-10892.0673333
0.025390625	-9911.20487299
0.0263671875	-9018.67194065
0.02734375	-8206.51420441
0.0283203125	-7467.49364323
0.029296875	-6795.02404099
0.0302734375	-6183.11228955
0.03125	-5626.30497767
0.0322265625	-5119.6397897
0.033203125	-4658.601281
0.0341796875	-4239.08063591
0.03515625	-3857.3390496
0.0361328125	-3509.97440755
0.037109375	-3193.89096557
0.0380859375	-2906.27176027
0.0390625	-2644.55350405
0.0400390625	-2406.40374084
0.041015625	-2189.70005902
0.0419921875	-1992.51117637
0.04296875	-1813.07972825
0.0439453125	-1649.80660584
0.044921875	-1501.23670474
0.0458984375	-1366.04595696
0.046875	-1243.02953067
0.0478515625	-1131.09109269
0.048828125	-1029.23303783
0.0498046875	-936.547598156
0.05078125	-852.208752902
0.0517578125	-775.464866871
0.052734375	-705.631991814
0.0537109375	-642.087771017
0.0546875	-584.265892806
0.0556640625	-531.651043526
0.056640625	-483.774315021
0.0576171875	-440.209025683
0.05859375	-400.566917829
0.0595703125	-364.494697513
0.060546875	-331.670885942
0.0615234375	-301.802954424
0.0625	-274.624717333
0.0634765625	-249.893959832
0.064453125	-227.39027924
0.0654296875	-206.913120779
0.06640625	-188.279990217
0.0673828125	-171.324827457
0.068359375	-155.8965266
0.0693359375	-141.857589275
0.0703125	-129.082899239
0.0712890625	-117.458607334
0.072265625	-106.88111685
0.0732421875	-97.2561602621
0.07421875	-88.497959113
0.0751953125	-80.528459545
0.076171875	-73.2766366782
0.0771484375	-66.6778616307
0.078125	-60.6733255398
0.0791015625	-55.2095154528
0.080078125	-50.2377374146
0.0810546875	-45.7136825026
0.08203125	-41.5970319424
0.0830078125	-37.8510977828
0.083984375	-34.4424959297
0.0849609375	-31.3408486241
0.0859375	-28.518513713
0.0869140625	-25.9503382997
0.087890625	-23.6134345797
0.0888671875	-21.4869758616
0.08984375	-19.5520109589
0.0908203125	-17.7912952944
0.091796875	-16.1891372154
0.0927734375	-14.7312581486
0.09375	-13.4046653477
0.0947265625	-12.1975361013
0.095703125	-11.0991123674
0.0966796875	-10.0996048973
0.09765625	-9.19010599281
0.0986328125	-8.36251011971
0.099609375	-7.60944167097
